Nutrition_Protein,Nutrition_Carbohydrates,Nutrition_Minerals,Environmental_Temperature,Environmental_Humidity,Previous_Milk_Production,Milk_Production
25.25944707,36.92168268,12.04166559,22.50511908,69.98397764,5.557338003,12.07453435
21.81733864,40.96227043,10.42342279,29.11544896,57.4939029,19.93345217,16.00821725
28.39726401,32.21976221,15.79726157,18.31879616,77.3056425,17.86533273,11.69983497
29.92004325,42.78836673,14.5291107,25.2269369,65.2988881,10.26761293,19.94043609
27.02913315,40.66327075,19.48744395,28.25571594,51.53183218,16.5064257,9.117330004
19.08578034,43.60414213,10.60604908,29.37319427,65.53820283,16.31641047,14.97654927
21.46422715,31.98558569,16.85395343,21.5858813,51.47262989,18.69597939,13.34426583
19.30931558,38.89521751,10.24966222,24.60071126,51.74529567,16.81847688,19.82863383
25.80613977,38.98680878,11.71434177,33.6801415,55.98394046,12.87358472,14.2643801
27.18229037,35.30191111,14.53579,37.58915266,74.0972167,12.18607438,3.280614629
29.10809797,36.87699637,14.54872443,35.68512795,60.01191498,9.347145767,19.11035413
23.25806816,30.56972345,16.85700543,28.54280404,67.15603369,12.5297128,13.35554453
28.8165078,41.18790058,19.10213035,24.84702727,55.67870961,15.90433173,1.186764616
28.53469391,38.23983719,16.39032159,22.99095874,50.54421759,19.38075253,13.15136612
21.8063486,30.86611578,19.53535098,17.99895759,78.18560643,9.345747164,17.66238813
28.42680751,40.21133839,18.8161564,17.55722993,64.14324988,11.47306406,11.54083724
22.50806702,37.00173116,15.84499796,31.520583,77.35805354,8.896109901,7.080392761
21.56243129,30.51691889,18.33791951,21.23506599,48.13652009,13.36977242,16.41819268
25.78889591,44.5441159,16.4257761,21.11188047,45.87576656,12.59841008,15.65024016
21.94057473,44.23668215,10.78557831,38.95668131,74.23291628,0.356675804,10.88364308
25.56250498,37.69353624,17.40564723,19.51022299,67.2366885,10.82323118,3.087235398
25.31798167,31.40508631,10.94908441,18.55343423,47.46313997,1.769737914,5.01972971
24.76126713,41.31931832,15.94082781,17.36844547,50.77438803,0.52767236,14.76967944
22.56503645,37.3789665,17.02640206,28.91532828,72.02655766,15.82394324,16.12164331
24.58199666,34.53671217,10.66527608,30.06873182,58.1547448,5.172997243,5.585305561
25.1578257,37.37127266,12.30794654,23.76547023,66.82162026,6.813101546,7.359701544
24.54824266,37.83666218,19.15672232,27.84992005,52.73408089,1.281691752,1.552637705
23.33303343,38.44067549,16.16314492,33.92158874,55.24919811,3.59000521,14.26923897
18.17600468,36.6183557,12.46286019,34.63450004,79.62850234,15.31209637,0.071550892
25.04474049,39.08632955,16.90679771,37.98988982,49.90468349,9.870616605,0.930830424
20.02133262,43.78102066,15.9677642,34.78243166,60.25825508,17.61336925,0.086881356
25.71091163,35.43402131,15.015757,28.55619448,73.77609373,7.944842629,12.90639167
27.11213194,40.88574695,19.76186975,19.31176718,49.56892855,5.374014715,8.347742554
24.00534371,43.41678835,16.83453777,17.39432538,56.60855027,6.951996289,5.950935227
24.50836398,36.83968914,13.7544111,16.30828536,64.60365149,14.25543587,18.25402021
29.41774272,36.65183755,18.00073432,30.99661996,59.24752606,11.10011345,3.856055894
28.16600834,39.03175478,18.84583293,34.38087013,58.38009066,18.08382415,7.787360208
28.97083819,38.87110139,11.2522056,27.20841482,54.50038925,12.04337539,18.80623602
27.76519546,42.09884013,12.00552978,16.3131402,63.46585311,9.86036417,8.542131257
19.3070201,37.14725076,12.16227009,27.85129379,64.97490792,15.71505448,11.09387371
19.78790227,44.94184424,16.91211809,37.45798228,66.13158164,18.95067701,1.606737331
24.31948557,30.89207353,16.03039555,29.34271658,42.81472432,7.116918225,15.80332774
20.95283591,30.04751773,16.18991565,34.42625972,65.24136703,4.997524203,8.455175542
23.7203457,39.60297467,19.407733,34.20366356,78.12948715,12.32434793,16.01030249
22.73238389,34.47652369,17.75911533,37.37109839,61.63944942,9.977456423,5.075952851
24.59297086,33.60573583,11.27936925,33.48549038,68.6106833,19.7837115,8.449575011
26.96250859,34.6784862,13.47507082,32.94481234,62.26929231,9.247235683,15.73097873
26.58589089,33.84071348,14.35393646,20.61846396,74.18962474,1.486631027,19.47755534
24.25480959,30.46185074,13.95961589,16.43820373,77.18332378,19.54738122,1.192510488
27.86872103,44.57299564,16.69308609,27.42238716,47.36879597,16.87173891,16.24912355
23.1703451,33.31118233,18.91893103,17.98642099,57.47440146,3.565002879,6.013781353
28.76057148,41.01044644,13.06051464,38.09270103,55.69528404,18.09210506,11.01486562
18.85536324,41.43894592,15.51877136,21.9581943,56.20860493,6.813336416,5.801845299
29.45592036,43.93886097,17.89409422,35.47066088,45.02096725,7.542239691,12.26890945
25.85631698,30.45824186,14.16218059,24.302991,72.54462904,18.12782965,7.076056613
22.56089411,43.08072508,11.68118128,22.756662,41.43064972,10.6023113,6.67229782
20.36584952,37.90839271,14.74950965,37.44380574,61.12906431,2.755258588,0.758766259
23.75019875,39.48816165,10.55222521,23.71974173,66.47513552,7.381123187,2.939208118
20.33469988,39.66705416,19.42383454,24.36690981,48.29877752,14.44194893,18.34156398
19.99597929,42.29696707,10.74821205,17.54620271,76.23400768,3.483683761,19.96554858
25.40822109,35.00110983,14.38456715,31.09071997,73.54196828,11.80462395,15.61041152
24.27701669,40.99576785,15.29881261,21.93214595,58.84334918,13.90548266,5.736252495
26.04115242,37.92867165,19.85303832,29.05450003,56.44595729,6.877071511,8.048902769
29.15527053,41.90091021,11.66021824,29.1924409,49.46271701,13.87761377,14.7900691
24.38712256,44.85819049,11.14431519,32.26079269,69.19972899,17.68414704,19.37027114
24.97118464,33.00976526,10.08706147,32.88579567,45.26975199,9.442334885,9.109423415
19.07551607,44.91972962,11.55571437,27.34685843,67.20951015,7.658186564,16.59044831
26.61162943,31.34718231,12.07272979,22.94380674,73.69827944,5.023168027,19.50137845
22.79886248,30.03476322,16.30580942,35.09882148,49.13886304,12.0841096,17.46946342
29.72070286,30.66242904,12.1970679,22.43677559,74.65709612,17.59704096,4.542994935
27.87808819,35.12673607,10.20520815,27.18021827,41.33292798,6.493225344,0.160637278
24.26977249,39.49359496,18.26618346,24.630062,76.51149542,7.924710491,9.841634108
19.47867185,31.03544311,13.65595701,35.52188126,44.73448911,8.132510351,10.62721663
28.31298952,30.08498722,13.53696687,25.36604475,65.83036712,11.21624684,4.025007291
27.59737315,44.05636543,13.02479029,24.26638053,50.00329876,4.568179231,5.693487839
20.21502155,42.32889954,19.75373277,31.55576863,73.46209565,16.44422311,15.30306322
21.54333947,42.13774757,11.70115417,29.45858664,60.49201444,5.91204555,9.406945174
27.5208871,43.26636413,18.98238064,17.573924,45.40964765,14.10725382,6.347081672
20.22274136,40.50051409,17.76803332,27.19605135,62.83966285,10.26431484,12.45252055
29.01302987,31.56606195,10.76479955,32.65148132,56.31530441,11.71795207,13.05519512
23.0943291,35.98650282,19.86729102,38.80979435,66.45791266,3.592174777,15.38791554
19.04446755,40.8472423,12.71365964,30.09952402,75.27613139,14.70046396,3.134185915
27.78898372,34.20501691,10.98582927,23.88703359,56.37556525,3.772410381,14.83034505
22.4821162,40.31109546,18.29314234,20.4276384,51.59522718,2.269472753,11.98856784
24.31799033,30.36747672,17.06675534,35.94792562,40.58060378,10.93359,1.151437306
19.34765213,34.59206011,16.17218806,34.54956509,62.99356151,14.18594274,15.54891257
18.03100818,38.23695504,11.55980864,20.6141477,56.0909907,1.000716729,7.661605627
25.65582247,39.48134744,14.78496116,19.81517016,54.98596876,1.387906299,6.607618687
24.18210204,38.65560997,17.80556027,32.16328264,47.31741285,16.05358325,8.961503032
25.12246283,40.46634414,13.03623938,22.55884949,57.20221381,16.18065399,6.923501546
27.5249262,30.09133122,13.11689829,22.35357116,79.37767814,4.906094341,6.765711844
25.75927096,31.514118,10.03140906,18.65496593,51.91016615,12.30456406,16.16155335
20.09728131,43.03416378,11.74243402,21.33541247,63.98817654,8.863601503,2.490105087
22.32927023,40.22622966,18.75405625,25.26018138,71.05947525,12.65392083,19.41200136
28.87069326,31.69397464,14.41746492,32.58812009,69.96631293,17.25758568,11.09863289
27.2393364,42.63111656,19.84234499,23.07139427,53.1509715,1.597128492,3.658479968
24.6796447,33.63346827,13.95707964,22.88650415,64.43440334,15.55968852,2.624309659
21.06773997,37.17389826,17.15186455,21.83791806,74.85058741,9.86058209,11.83019064
21.62472602,32.17794769,12.81919043,26.47880802,40.61789711,11.28253888,12.65998888
26.78349681,40.65165085,13.63809641,19.33528075,57.42937427,13.0786272,1.060515421
28.21409113,40.00281632,11.90725988,26.65513762,48.97093673,18.45246298,4.860038283
26.05709603,33.16668707,13.47062368,31.90021335,55.54529162,1.134399071,15.90923842
27.71435971,42.9510115,15.4723752,15.7149721,56.63958432,0.589527042,0.992492555
27.19987362,36.01959036,19.91772881,15.23470513,69.86683859,3.56523563,17.10177328
19.79644762,34.38772637,16.64201713,16.80294984,43.7528749,19.72895452,13.16324953
23.08733775,32.28494384,11.99245954,27.85584148,60.50335613,14.30152735,8.688465187
19.83580561,33.99252019,10.44961442,35.506922,62.56779167,12.29282238,6.928656979
20.82282702,30.33040382,11.26356481,15.11722718,59.76630414,0.940781068,0.384979277
28.4311155,38.74886239,15.62555201,37.47987131,69.27493012,17.58220448,16.50429892
23.67470359,42.6334612,17.65160329,17.55068428,55.35165024,16.25513707,2.854437079
24.42429722,38.23470674,19.40419207,35.20760467,77.79868255,13.29600088,6.190839837
20.14135158,33.28910943,10.15823172,26.58851436,59.2721377,6.78261631,11.38213961
21.74726143,30.50503767,15.22760142,30.82457729,62.84855638,1.410099111,4.919852001
20.76295402,33.2194211,14.70867356,27.25639163,73.02123293,11.60076976,9.942809275
20.47423397,36.24182142,16.56055022,26.4491574,51.00944424,14.39389143,16.18685657
25.65552952,41.39417143,15.59578854,35.03758628,43.00808115,1.88480701,9.410758696
21.08260617,32.81764279,16.87039151,33.14127311,68.31135913,12.6753532,18.97954688
25.58418583,40.7968718,16.58082585,26.60165368,59.32047422,5.727321358,16.95001241
18.70145537,43.00400203,11.17011725,17.67926231,75.86017004,15.28488442,6.660784707
19.70129272,36.80920272,17.99717914,17.76967102,79.30720195,10.79231701,7.999242492
21.29448305,42.32147987,11.23232576,34.23694706,55.96437402,2.580735756,8.46653454
25.164563,38.31986022,16.98530625,27.70537491,56.61756065,10.53038895,12.52358906
26.11009494,39.55636256,14.16145368,26.55813937,56.31850409,7.914737267,5.735914584
23.3126036,37.89417691,15.13850735,31.33360419,52.98216439,3.607119366,19.38498278
23.34949097,36.94759075,19.03298014,35.612198,71.26748391,16.83031448,12.17368441
26.69420222,33.51980163,18.89883726,30.09295547,70.3598305,0.22056897,7.988033175
18.1898531,34.54791089,18.17856306,33.30834966,59.14579482,6.242565538,12.90019631
22.09308029,34.34955178,15.1014838,33.36649258,41.78644866,0.251900763,7.908100211
27.82448469,38.44933396,17.3623981,23.55027477,52.38237206,1.92013893,16.35591362
25.23863292,31.7993054,15.12897056,21.5779967,51.69212186,5.941924383,11.35681921
22.04672559,43.75187536,18.69606082,34.22793761,72.44348985,1.085423708,0.839410068
28.86629751,40.80982718,14.02775833,24.052291,43.50302294,11.93261065,3.535137348
27.27147273,36.02168446,19.70235344,36.68006416,72.22701516,1.73725816,17.29987946
21.17874537,32.37936217,19.32322758,16.67257672,66.76734609,14.03427268,11.25799653
25.74347805,43.22988255,17.41602619,16.39722029,69.29765837,1.052842253,19.00686953
25.14900874,42.35667135,12.79415884,37.24809984,57.2885275,1.186177896,1.448446257
22.81425497,40.82582329,11.31653589,30.56291794,67.18903184,6.106517981,5.905212602
22.40347295,34.07320571,18.5470345,24.11038455,64.36115779,17.9314305,3.870867465
22.1227257,36.03669956,11.65302286,33.12144996,70.75920781,12.82786497,11.07680584
25.4058694,31.54122379,18.54260789,31.13584344,57.87079338,15.40262584,7.655856622
23.30891924,32.83559287,14.90765007,27.74882512,58.913025,2.83104219,3.145470682
27.98235736,41.74524956,14.06556784,17.37296022,65.74304891,16.68250866,12.85503828
26.03523139,40.72558078,19.03190779,34.4923101,44.32309975,0.162924964,10.72596732
18.83917927,38.90228644,16.03850983,35.78455658,57.44977793,4.261147015,5.494725026
25.68201869,43.43590089,15.76614007,19.13204853,78.87803381,12.32184642,9.595427156
21.25376924,38.74899777,15.58765945,35.41227965,41.5020928,7.504928172,14.9147663
25.1137439,37.00452,13.71169516,36.06833546,52.64018891,19.68386783,4.105433491
26.16158317,35.10556119,17.85643104,28.18628669,52.56439276,0.606784936,5.858114934
20.76995027,44.10672759,12.52798444,30.74829687,65.33856477,19.97196336,6.922219742
23.48230374,31.24073192,19.3889496,24.17369568,44.23201438,12.47255666,14.93452874
20.28389835,43.96331058,18.93985205,21.76299954,65.14176124,11.17413989,16.93845199
18.62806651,42.4007199,13.37480326,32.32759553,43.80160963,1.190248851,7.527769929
22.54171708,31.94894887,17.2946377,35.68500358,43.7981459,5.466577533,5.932417237
22.35533126,38.47476537,15.73223194,30.69786127,69.12733429,18.49325377,17.78893517
29.94576589,42.99821973,13.37649302,27.27817466,52.96540695,7.084920064,19.98729864
23.35622821,38.57713745,19.88521648,18.8141944,79.09691791,13.23306401,13.40707279
22.00283459,43.60799732,10.25237346,16.2830091,41.49411746,19.98992701,19.7996123
24.96570008,44.14475725,12.52646031,25.69660297,57.80426655,5.261394277,13.19932556
19.06520873,36.33576783,15.20074061,16.18438953,44.52543751,11.52161758,14.66920544
29.53998883,35.65970492,15.21953003,28.66403117,54.05515867,13.92875585,7.773120031
25.61952055,44.04481731,15.88933075,24.18550059,79.92889802,3.292544931,8.65935094
27.05805384,40.12710092,17.51676172,33.17253887,75.55370047,2.973451274,2.88271328
20.04573526,31.74034022,16.23477831,22.33556392,41.93297635,9.126158233,16.4550003
22.91373424,30.63437624,16.00281461,29.23158482,62.53023375,7.716250435,18.62118062
23.07226936,38.46943576,10.53514463,27.90440452,65.91289219,14.28430874,12.46876267
27.86167733,43.95256448,13.76530288,15.11309821,48.38138496,1.390175429,6.872946169
18.01484016,42.66373054,12.3205574,16.73734556,45.80422294,19.44333247,3.080326507
21.6102373,40.1377162,12.65370112,21.9688371,76.17524539,0.285539634,5.303124594
29.77483649,32.08673773,15.54337474,36.17364194,78.75265766,12.02633649,5.108208417
23.69863852,33.81347076,11.99505315,18.52835892,79.67571429,11.25265192,12.27055768
22.59031536,43.1326684,12.93949101,32.06146393,71.59047095,2.694314617,18.90074931
19.43794802,32.74210855,12.37084709,38.36079759,66.54008278,3.018319654,0.965437739
29.68997554,34.17659112,19.48502943,33.97362126,53.82921009,15.85354976,0.020445992
18.24031627,31.94400977,19.44665732,20.83068868,46.85593249,17.75124917,12.00363889
26.8461627,40.14162347,16.09941559,36.80076625,43.15922397,5.660339318,5.681209242
27.22319766,44.15973458,19.24522469,17.23457176,67.73189874,8.759279279,17.61096685
20.92388059,34.03452047,17.85812645,26.2354066,71.38893661,7.099900821,6.545006158
26.05870132,37.13109912,15.89947883,36.30100579,73.0581461,1.45094026,5.794752011
19.11514973,39.5150961,10.06435211,30.39037702,76.55060013,13.46408492,5.390212424
21.0845672,44.99199372,17.72516286,24.92746955,75.19718255,16.5038587,2.897056545
27.45482386,31.57212097,17.02488342,22.0275088,79.98965089,6.097587148,11.63060949
28.3762343,37.47856199,16.15253653,24.00238573,49.76256044,19.80351587,3.364272047
25.30183695,35.7768018,17.60424312,27.21460274,70.53230461,1.517031146,8.492623196
24.08206118,42.98730248,15.12922165,22.65705432,63.45838049,13.23581428,9.219441045
19.91164825,37.13951597,17.04083271,38.25522869,50.4498053,8.964560291,0.409840938
18.7573084,31.66466287,19.35172087,37.39386367,79.27621289,8.932038022,0.336145596
19.41178834,39.51636218,13.75805016,35.89611524,75.91592419,9.152912321,10.40425378
20.7282876,41.56170927,17.08121835,25.12391605,45.14062674,5.173635476,13.92069464
22.10009402,30.04321877,14.75687818,31.59124246,41.04633369,14.31125655,18.84284965
22.57091431,42.88435028,16.74399652,36.66790337,67.53323049,14.43153052,3.582385683
22.15586122,32.790345,17.62893336,35.4103077,64.16522515,5.647942202,2.065176189
20.86866399,38.28104047,10.454525,24.94384834,77.43262496,16.70612922,1.041758139
24.11669096,36.23696251,16.46600444,17.69726518,49.36021149,6.336898873,8.720831658
27.9034333,40.79480725,12.26741184,16.81512873,43.37551792,14.50186248,12.46294735
21.35644246,35.56742422,16.70032538,28.84953709,50.36861335,2.41999535,16.81106714
29.30864423,43.04644765,14.68330186,30.42307045,40.75710562,3.374032856,13.65289765
28.48003994,40.95744541,17.73552742,35.39622251,41.43571005,6.31591289,4.167215781
19.94117054,39.71569757,11.23400815,22.02036049,76.59431224,11.87747535,9.235407328
27.43531148,41.94360893,16.26322352,19.01929177,54.0806633,12.91022971,18.20692693
24.89504859,41.31034552,12.78470729,24.09614,56.43236004,7.927123439,6.53482125
24.79890435,30.53908012,18.52981995,23.48580297,40.73486618,1.556783062,9.974607302
22.69251316,35.92101531,19.28383506,18.1792549,50.82087121,7.472693042,19.17130669
24.01383599,43.96210946,19.96398294,31.13478366,72.18903935,13.77535032,14.69416011
22.76614533,31.88586403,17.96007402,27.20860658,64.61963839,13.41990922,14.95480771
24.47679143,41.05644826,17.5373407,32.30694615,70.15122404,3.203928264,5.046680088
25.53540063,44.61887717,12.15500759,23.46458688,57.88854963,0.155679405,8.293962366
26.09164568,30.78297944,13.36007059,22.81685308,52.38916887,15.05963235,1.646843262
24.38977431,40.23290821,14.65682542,26.34182047,59.31240373,2.127363328,12.13051734
26.65706481,37.02231212,17.73381048,36.05777629,52.92284274,1.646982879,2.074603291
19.69533659,38.68762883,19.14965865,15.96675136,73.55884387,0.054024337,16.71819164
20.54378989,31.28012005,11.891391,34.31598762,51.90694862,8.652026519,16.29107574
27.82482005,30.64510428,19.22367485,23.8557027,66.39054562,10.06527802,10.67210202
21.87033573,40.00299991,16.95624652,35.51085662,45.47928889,12.75328092,2.823320664
18.2747259,42.34964145,16.10770731,34.25287221,67.47465975,5.921276814,0.511579664
19.8454938,41.73023002,11.99841271,23.37026994,76.53198846,14.20849433,15.93417335
20.68337321,38.15708592,10.55525033,31.65303685,64.34332619,3.386637148,12.00280966
29.48787465,31.49800232,15.68464899,18.83118616,62.3942152,16.63980106,14.21859273
24.87649715,40.32066666,16.51515683,36.51075725,78.44473072,11.43696658,6.076142515
29.19276889,33.62833325,12.10781449,24.70778555,65.09586221,11.67779647,10.18965476
24.90196021,43.66603054,15.56456206,25.93501477,50.38201733,4.195508276,14.94348341
23.75225328,42.57398039,18.56493403,31.93821722,51.69564095,1.482174986,9.251266166
21.76473229,40.64074451,18.35065945,34.70016568,68.2122657,9.294496062,12.02768446
25.27645133,44.23268934,19.27355181,20.67222584,69.41746376,12.31223904,15.79456524
19.6703763,30.47132732,13.6588581,30.87240336,52.13984927,1.900929173,4.304412905
28.77913953,41.04300638,13.18049573,24.40795305,53.81375912,19.01068949,1.318577787
27.95198886,34.95364169,17.49426006,23.84887018,79.64226035,19.6082872,10.63647022
21.81037737,43.59098829,14.31112405,31.56061977,44.07810198,10.90913391,1.242515414
29.43357033,34.00012795,10.87548664,24.29239858,56.18580114,19.00138311,15.33114589
27.90240921,40.87284749,12.82801131,23.306604,42.49790125,3.588904752,14.38422895
25.99568263,43.16470529,14.18582286,35.0613218,72.84313448,0.508413704,17.63425343
19.46114293,30.62485228,12.92516425,17.43062697,43.69383356,0.788190706,12.79124196
23.73880828,35.96471369,13.32205571,31.22142295,66.96029426,11.75024959,1.343951415
24.07329066,41.43463548,12.93775906,20.96940945,42.25933696,1.232837669,5.06304251
20.7906163,36.82378334,10.41499167,15.3719578,66.91420151,19.17091214,16.15863689
18.95958473,34.00878945,16.37094701,19.00234245,73.72147788,2.838664215,3.342648346
27.32068357,33.29708023,15.9729242,29.55987671,55.95286108,6.094456121,13.96960936
19.46442063,31.972774,16.53383498,32.0190526,60.88505974,16.45035604,15.60518662
25.13148901,42.8569434,11.92309896,15.50538681,56.06166952,4.374806462,6.602235957
29.23739009,38.63033105,12.95654542,15.87421064,52.01955035,4.859369169,6.445949468
28.51326231,31.14577417,16.19615927,36.66101076,72.13053603,12.84617912,11.15605362
21.33303148,35.73870485,15.99627568,16.75933963,50.88010295,5.52172177,17.22572666
28.21738365,35.51600476,15.06330309,36.46037181,68.91773698,4.34895268,4.478124038
18.00399007,32.72608786,13.5041325,20.47598193,48.24788317,5.083554286,18.82516392
18.21225372,36.53261438,19.12931005,32.7604272,49.99415184,9.812949987,11.9823737
25.23063797,34.98149048,13.39770242,22.43359797,53.4584465,19.32199745,19.84252943
22.37757863,35.12705558,14.55619156,35.61004861,63.5662551,16.64475883,1.79227448
22.63753009,41.08539837,16.78113831,31.81091677,58.17689277,5.692205291,2.53124273
24.77329309,33.34895078,15.43021431,24.64352301,69.80579239,7.26746417,16.53283607
20.30138947,39.62789938,13.46885976,16.8312589,48.54269201,9.29024501,17.29511791
20.54106421,38.55974436,14.3564479,32.58480441,40.42689151,19.57859294,8.909173767
23.81521904,38.52138769,17.94480818,29.80523414,71.06229887,3.447809367,14.28142352
27.05104253,39.94511019,12.78129155,15.06988123,72.86597336,7.14966207,17.35114575
25.43397302,38.22573054,11.4225524,15.22607654,42.37920652,14.58852188,0.862555764
21.56826058,43.18882672,13.13163202,34.41103136,64.43630089,19.27887469,11.47900846
23.16404613,40.13370138,18.49534215,21.22559373,55.12827135,3.113504255,17.06961333
20.0479771,38.20444877,10.88989715,30.26720803,71.75582621,4.547599084,7.963098892
18.89555777,42.4464468,19.91696073,25.90114607,74.97658217,4.513893488,6.047672122
27.39235249,39.09219847,15.41002899,35.72232035,74.04015067,0.41864059,15.9141337
21.18464891,34.36716372,19.84845744,37.00706671,71.08816989,12.0823125,6.71573167
20.13319665,33.10642377,19.38996422,38.9233851,50.76208915,13.41406148,0.063485964
26.29941667,32.28491678,14.52813714,18.68841926,72.47558574,12.0505178,19.19145175
25.41662009,43.49182819,11.98491075,35.71113712,61.33913904,1.426459788,11.84246473
25.59827551,40.65203148,11.64884777,21.38451304,42.11026459,1.384602515,16.39035837
20.74673526,44.06067657,12.39989364,29.179581,58.277554,4.20773109,16.50603125
20.79174646,39.04937709,17.10132641,27.13854801,77.68631668,5.805890314,1.328208407
20.64963156,37.10101322,12.72949995,15.43171516,75.51437399,15.73087312,3.417203988
20.08503115,30.89574733,13.4142527,37.38651072,44.09057124,3.187805315,6.222413615
25.86868407,40.07463422,14.48778804,16.87984932,69.76506743,0.881844328,6.413985701
28.17619062,38.7331314,19.1323268,31.51725407,72.23171464,7.879750154,13.17572235
26.69180964,44.8531334,11.89393418,33.84016407,50.85552753,8.327843403,12.46265842
27.50512361,33.58738167,10.05026553,34.08690838,58.86434283,9.018146764,9.89179556
22.85758115,37.96106033,10.6009641,18.25186845,68.43951766,16.53807088,4.225274646
25.84890954,39.76436003,19.04766342,25.74167881,57.56165955,1.960108297,7.639669394
22.25083489,39.66886762,16.47516465,34.90629289,44.51187675,14.07884165,10.87187937
24.30605546,38.41940314,12.73040619,22.26430105,68.23529779,6.758911421,9.359707322
23.77961816,41.65392015,11.77192501,26.22596821,76.46554759,6.199602729,2.545850662
20.12264574,33.07471814,12.94266737,21.54705342,66.09938914,18.65086252,12.99020987
22.64494512,40.884408,11.14796927,26.12523403,70.95202994,4.969370488,1.461035536
29.56586731,39.29601857,19.4153291,36.30811014,54.33450143,12.85063671,7.563893662
20.98296309,43.44112668,17.84206174,25.92298154,47.32792981,5.502555148,14.20058695
19.60564484,42.70791659,14.62391177,28.34188841,65.71094646,10.14287765,0.40047069
23.02296746,34.72720559,18.64962605,24.6954308,53.11084823,15.72585785,11.39965638
27.48405283,34.14355987,12.49458204,26.0428124,74.40294076,17.63445047,6.690419483
24.98577876,44.72479986,17.17120568,15.36418078,44.905122,16.77394481,0.176636868
26.17169793,37.90897771,18.56132499,21.80989224,57.33854799,11.64361472,3.807665421
20.27633818,43.59631446,13.56768712,25.47796132,55.86910402,4.976326307,18.81892387
25.42737832,32.45821536,17.57464445,30.21112742,77.52215414,13.22466767,10.42297811
21.88200474,39.64228372,12.95072349,25.80124633,46.12539202,14.19810092,19.94454409
28.01164039,42.14790281,12.98857135,23.10760904,40.393873,0.213839802,10.49633501
25.55158567,44.21092874,11.07057179,24.31436965,49.52340851,8.784210219,10.87872825
20.38627533,35.06010212,14.40058047,20.8150399,72.81107439,16.86524086,7.836860259
18.77540016,40.87471755,17.29711906,37.18786279,48.37287264,9.791751925,6.200808375
18.51159851,38.08219514,19.40220806,27.52183742,49.63512255,6.227508843,5.030911063
22.45690281,30.90943389,16.03796992,15.32182689,45.19595218,17.43595542,6.868412323
21.19021364,40.34999606,18.63135538,15.4667102,68.61744813,3.117613951,9.197021618
25.75308148,40.35144837,18.22494649,38.35107924,42.76696762,4.128904648,3.839839005
23.99200602,43.95910207,11.73343053,20.31482139,53.24833209,13.74744734,4.497501836
21.19223134,37.45968669,14.85817429,34.33459893,51.29994906,7.048718831,5.430895373
19.79085334,33.45376381,11.16923536,16.39860724,62.20638919,14.26033671,8.985197839
19.52639715,30.66845735,16.82153162,37.10790568,69.2166506,3.154072425,13.05626734
28.37592471,36.2346328,19.49899668,35.98600809,61.31505739,5.045381792,17.12292301
20.92173562,34.5287505,11.37089458,28.7062359,77.24103972,3.132947567,5.742636744
25.82052777,41.41632459,17.33883131,15.21596777,78.05770556,19.05820627,3.674566807
27.72823114,35.31401647,16.32238151,21.18746098,54.45861314,8.108079217,7.576949297
25.36897573,44.23606794,15.83605037,24.76374354,71.10721505,6.744398198,17.88766153
28.31478278,44.43465304,13.90120235,26.0415388,69.55205533,0.284043123,0.197214567
22.70872466,39.31362885,13.55131648,22.14429021,75.71858367,3.068351588,13.55737232
29.47466629,43.92990431,10.45249189,15.79074884,57.91774561,8.422717125,9.543200928
19.59774005,41.41281517,12.17908708,29.16305774,61.21892749,1.370055851,3.220924299
19.22579436,38.20289461,10.15176882,27.57971202,56.63097254,10.21478659,6.420430525
25.90430575,32.70461903,15.81417106,21.79201525,74.01507677,9.100308769,4.499000878
29.3139737,36.87896915,11.05853236,15.91142322,49.18809261,15.34336281,17.55664336
27.70660154,38.41311695,18.73019394,38.87026049,49.58836313,13.19605403,9.637467679
18.91700231,42.95942371,15.23143021,26.56766848,54.90420414,8.918946106,11.26188556
21.35241257,37.22000065,16.99689909,33.1441018,49.21371328,4.493214002,11.87375239
29.16382662,43.46512009,14.10857092,25.85553684,62.44027346,14.53727132,12.79234249
21.03670119,40.11523469,15.60579809,16.03608698,45.37960426,14.15724207,9.911113808
27.37404509,32.05498595,19.42659177,22.43041788,52.80744878,3.06592321,0.357470617
27.90158635,44.92472054,10.8273404,22.68264338,76.53778794,18.29503663,6.694453738
23.94542524,37.90848991,12.53937772,35.1204697,56.36901921,1.28810232,3.677464814
22.63618692,35.87787445,17.79988327,30.70151947,69.92934866,1.100754178,13.60285686
23.40149319,39.88670647,10.98737207,21.61031769,44.53848767,3.747008353,1.134093027
20.72357633,31.63339971,10.75661104,38.22575891,49.90258033,18.18921596,11.27606782
28.67269099,39.5480797,13.61541399,22.71700398,72.29382485,10.39996248,4.212634445
23.40743588,37.47354001,10.92167958,38.95761662,70.51971745,15.75881841,18.97691677
28.58951329,36.10011105,15.85078442,38.90792864,55.44623674,4.556863762,6.710818844
19.26832176,44.29530032,12.26275251,19.58905243,78.17587608,9.804439493,6.504423827
29.85930325,37.83809575,18.95697963,22.50578679,76.42572063,7.165789272,18.46769336
23.31927705,33.28676219,17.83500081,26.66506076,78.49202996,16.55657214,8.346958406
18.57396984,36.88445219,16.99705206,30.93841611,57.11658761,0.452088787,19.25724668
18.45626218,43.79081107,16.16944027,27.67313878,47.89894335,4.876854599,0.483407043
26.95448709,32.64143207,18.6346573,38.26659526,65.06634556,3.051484486,6.126891504
